Registry,Assignment,Organization Name,Organization Address
MA-L,18C23C,"Lumi United Technology Co., Ltd","8th Floor, JinQi Wisdom Valley, No.1 TangLing Road, LinXian Ave, Taoyuan Residential District,Nanshan District ShenZhen GuangDong CN 518055 "
MA-L,0475F9,Taicang T&W Electronics,89# Jiang Nan RD Suzhou Jiangsu CN 215412 
MA-L,E06D18,PIONEERCORPORATION,"25-1,yamada kawagoe-shi saitama JP 3508555 "
MA-L,8CF8C5,Intel Corporate,"Lot 8, Jalan Hi-Tech 2/3   Kulim Kedah MY 09000 "
MA-L,A05950,Intel Corporate,"Lot 8, Jalan Hi-Tech 2/3   Kulim Kedah MY 09000 "
MA-L,D4354A,ALAXALA Networks Corporation,"Shinkawasaki Mitsui Bldg. West Tower.13F, 1-1-2 Kashimada, Saiwai-ku Kawasaki-shi Kanagawa-ken JP 212-0058 "
MA-L,40E99B,SAMSUNG ELECTRO-MECHANICS(THAILAND),"93Moo5T. Bangsamak SEMTHAI, WELLGROW INDUSTRIAL ESTATE Bangpakong Chachoengsao TH 24180 "
MA-L,90FFD6,"Honor Device Co., Ltd.","A1701, Block AB, Building 1, Tianan Yungu Phase I, Gangtou Community, Bantian Street Shenzhen Guangdong CN 518129 "
MA-L,CCA3BD,ITEL MOBILE LIMITED,"RM B3 & B4 BLOCK B, KO FAI INDUSTRIAL BUILDING  NO.7 KO FAI ROAD, YAU TONG, KLN, H.K Hong Kong KOWLOON HK 999077 "
MA-L,BCAF87,"smartAC.com, Inc.","5302 Egbert St, SmartACcom Houston TX US 77007 "
MA-L,C02B31,"Phytium Technology Co.,Ltd.","Building5,XinAn Business Square,Haiyuan Middle Road Binhai New District, Tianjin  CN 300450 "
MA-L,58CF79,Espressif Inc.,"Room 204, Building 2, 690 Bibo Rd, Pudong New Area Shanghai Shanghai CN 201203 "
MA-L,786299,BITSTREAM sp. z o.o.,"Melgiewska, 7/9 Lublin  PL 20-209 "
MA-L,CC5B31,"Nintendo Co.,Ltd","11-1 HOKOTATE-CHO KAMITOBA,MINAMI-KU KYOTO KYOTO JP 601-8501 "
MA-L,C0280B,"Honor Device Co., Ltd.","A1701, Block AB, Building 1, Tianan Yungu Phase I, Gangtou Community, Bantian Street Shenzhen Guangdong CN 518129 "
MA-L,9CEA97,"Honor Device Co., Ltd.","A1701, Block AB, Building 1, Tianan Yungu Phase I, Gangtou Community, Bantian Street Shenzhen Guangdong CN 518129 "
MA-L,C89BAD,"Honor Device Co., Ltd.","Suite 3401, Unit A, Building 6, Shum Yip Sky Park, No. 8089, Hongli West Road, Xiangmihu Street, Futian District,Shenzhen, Guangdong 518040, People's Republic of China Shenzhen  CN 518040 "
MA-L,B4D286,"Telechips, Inc.","19F~23F,Luther Bldg.42, Olympic-ro 35da-gil, Songpa-gu, Seoul Seoul KR 05510 "
MA-L,08F80D,IEEE Registration Authority,445 Hoes Lane Piscataway NJ US 08554 
MA-L,BC455B,"Samsung Electronics Co.,Ltd","129, Samsung-ro, Youngtongl-Gu Suwon Gyeonggi-Do KR 16677 "
MA-L,D42C46,BUFFALO.INC,"AKAMONDORI Bld.,30-20,Ohsu 3-chome,Naka-ku Nagoya Aichi Pref. JP 460-8315 "
MA-L,1091A8,Espressif Inc.,"Room 204, Building 2, 690 Bibo Rd, Pudong New Area Shanghai Shanghai CN 201203 "
MA-L,78047A,Edge Networks LLC,14 Whistler Hill Lane  HUNTINGTON NY US 11743 
MA-L,B03CDC,Intel Corporate,"Lot 8, Jalan Hi-Tech 2/3   Kulim Kedah MY 09000 "
MA-L,208097,Shenzhen OXO Technology limited,"Room 1712-2, Building 4, Tian 'an Yungu Industrial Park, Gangtou Community, Bantian Street, Longgang District Shenzhen Guangdong CN 518000 "
MA-L,7C1689,Sagemcom Broadband SAS,"250, route de l'Empereur Rueil Malmaison Cedex hauts de seine FR 92848 "
MA-L,5C83CD,New platforms,"Warshavskoe shosse, 35 bld 1 Moscow  RU 117105 "
MA-L,10E8A7,Wistron Neweb Corporation,"No.20,Park Avenue II,Hsinchu Science Park Hsin-Chu R.O.C. TW 308 "
MA-L,8415D3,"HUAWEI TECHNOLOGIES CO.,LTD","No.2 Xin Cheng Road, Room R6,Songshan Lake Technology Park Dongguan  CN 523808 "
MA-L,D49400,"HUAWEI TECHNOLOGIES CO.,LTD","No.2 Xin Cheng Road, Room R6,Songshan Lake Technology Park Dongguan  CN 523808 "
MA-L,384B24,SIEMENS AG,Oestliche Rheinbrückenstraße 50 Karlsruhe Baden-Württemberg DE 76181 
MA-L,F0AE66,"Cosonic Intelligent Technologies Co., Ltd.","Room 506, No.1 Building, No.6, South Industrial Road, Songshan Lake National High-tech Industrial Development Zone Dongguan City, Guangdong Province  CN 523808 "
MA-L,3CA916,"Huawei Device Co., Ltd.","No.2 of Xincheng Road, Songshan Lake Zone Dongguan Guangdong CN 523808 "
MA-L,806A00,"Cisco Systems, Inc",80 West Tasman Drive San Jose CA US 94568 
MA-L,A06C65,Texas Instruments,12500 TI Blvd Dallas TX US 75243 
MA-L,448502,"Shenzhen SuperElectron Technology Co.,Ltd.","1213-1214, haosheng business center, dongbin road, nanshan street, nanshan district, shenzhen city Shenzhen Guangdong CN 518000 "
MA-L,F4A454,IEEE Registration Authority,445 Hoes Lane Piscataway NJ US 08554 
MA-L,58FCC6,TOZO INC,1546 NW 56TH ST # 743 SEATTLE WA US 98107-5209 
MA-L,C41C07,"Samsung Electronics Co.,Ltd","#94-1, Imsoo-Dong Gumi Gyeongbuk KR 730-350 "
MA-L,4011C3,"Samsung Electronics Co.,Ltd","#94-1, Imsoo-Dong Gumi Gyeongbuk KR 730-350 "
MA-L,C47D9F,"Samsung Electronics Co.,Ltd","#94-1, Imsoo-Dong Gumi Gyeongbuk KR 730-350 "
MA-L,A4EF15,AltoBeam (China) Inc.,"B808, Tsinghua Tongfang Hi-Tech Plaza, Haidian Beijing Beijing CN 100083 "
MA-L,1CE57F,"Samsung Electronics Co.,Ltd","#94-1, Imsoo-Dong Gumi Gyeongbuk KR 730-350 "
MA-L,085531,Routerboard.com,Mikrotikls SIA Riga Riga LV LV1009 
MA-L,241145,Xiaomi Communications Co Ltd,"#019, 9th Floor, Building 6, 33 Xi'erqi Middle Road Beijing Haidian District CN 100085 "
MA-L,00042B,"IT Access Co., Ltd.","3-17-6, Shinyokohama, Kouhoku-ku Yokohama-shi Kanagawa JP 222-8545 "
MA-L,D44F67,"HUAWEI TECHNOLOGIES CO.,LTD","No.2 Xin Cheng Road, Room R6,Songshan Lake Technology Park Dongguan  CN 523808 "
MA-L,F8B95A,LG Innotek,"26, Hanamsandan 5beon-ro Gwangju Gwangsan-gu KR 506-731 "
MA-L,781F11,RAB Lighting,"Northvale (NJ) 141 Legrand  Ave. Northvale, NJ 07647  Northvale NJ US 07647 "
MA-L,107100,"Huawei Device Co., Ltd.","No.2 of Xincheng Road, Songshan Lake Zone Dongguan Guangdong CN 523808 "
MA-L,607EA4,Shanghai Imilab Technology Co.Ltd,"29F, A Tower, New Caohejing International Business Center, Guiping Road, Xuhui District Shanghai Shanghai CN 200000 "
MA-L,B4FF98,"HUAWEI TECHNOLOGIES CO.,LTD","No.2 Xin Cheng Road, Room R6,Songshan Lake Technology Park Dongguan  CN 523808 "
MA-L,0838E6,"Motorola (Wuhan) Mobility Technologies Communication Co., Ltd.","No.19, Gaoxin 4th Road, Wuhan East Lake High-tech Zone, Wuhan Wuhan Hubei CN 430000 "
MA-L,E8C2DD,Infinix mobility limited,"RMS 05-15, 13A/F SOUTH TOWER WORLD FINANCE CTR HARBOUR CITY 17 CANTON RD TST KLN HONG KONG HongKong HongKong HK 999077 "
MA-L,C41C9C,JiQiDao,"No.19, SuYuan Avenue, Jiangning District NanJing Jiangsu CN 210000 "
MA-L,98F181,"New H3C Technologies Co., Ltd","466 Changhe Road, Binjiang District Hangzhou Zhejiang CN 310052 "
MA-L,8C55BB,"Songwoo Information & Technology Co., Ltd","24-9, Jinju-daero 404beon-gil, Jinju-si, Gyeongsangnam-do, Korea  Jinju Gyeongsangnam-do KR 52826 "
MA-L,7C8FDE,DWnet Technologies(Suzhou) Corporation,"No.8,Tangzhuang Road, Suzhou Industrial Park, Jiangsu, China Suzhou  CN 21500 "
MA-L,90808F,"Huawei Device Co., Ltd.","No.2 of Xincheng Road, Songshan Lake Zone Dongguan Guangdong CN 523808 "
MA-L,184516,Texas Instruments,12500 TI Blvd Dallas TX US 75243 
MA-L,D02EAB,Texas Instruments,12500 TI Blvd Dallas TX US 75243 
MA-L,847127,Silicon Laboratories,400 West Cesar Chavez Street Austin TX US 78701 
MA-L,F0F7E7,"HUAWEI TECHNOLOGIES CO.,LTD","No.2 Xin Cheng Road, Room R6,Songshan Lake Technology Park Dongguan  CN 523808 "
MA-L,849DC2,"Shanghai MXCHIP Information Technology Co., Ltd.","9th Floor, No. 5 Building, 2145 Jinshajiang Rd., Putuo District Shanghai  CN 200333 "
MA-L,40A9CF,Amazon Technologies Inc.,P.O Box 8102 Reno NV US 89507 
MA-L,5895D8,IEEE Registration Authority,445 Hoes Lane Piscataway NJ US 08554 
MA-L,F80DAC,HP Inc.,10300 Energy Dr Spring TX US 77389 
MA-L,8850F6,"Shenzhen Jingxun Software Telecommunication Technology Co.,Ltd","3/F,A5 Building Zhiyuan Community No.1001,Xueyuan Road Nanshan Distric Shenzhen Guangdong CN 518055 "
MA-L,0405DD,"Shenzhen Cultraview Digital Technology Co., Ltd","F6,M6,Maqueling, High-tech park, Nanshan district Shenzhen Guangdong CN 518057 "
MA-L,3897A4,"ELECOM CO.,LTD.",2F Kudan First Place Bldg. 4-1-28 Chiyoda-ku Kudan Kita JP 102-0073 
MA-L,E433AE,"GUANGDONG OPPO MOBILE TELECOMMUNICATIONS CORP.,LTD","NO.18 HAIBIN ROAD, DONG GUAN GUANG DONG CN 523860 "
MA-L,387A3C,"Fiberhome Telecommunication Technologies Co.,LTD",No.5 DongXin Road Wuhan Hubei CN 430074 
MA-L,8CCE4E,Espressif Inc.,"Room 204, Building 2, 690 Bibo Rd, Pudong New Area Shanghai Shanghai CN 201203 "
MA-L,40B5C1,"Cisco Systems, Inc",80 West Tasman Drive San Jose CA US 94568 
MA-L,E44791,"Iris ID Systems, Inc.",8 Clarke Drive Cranbury  US 08512 
MA-L,F013C1,"Hannto Technology Co., Ltd","Rm 704,No.1,Lane 88,Shengrong Road, Free Trade Pilot Area, Shanghai Shanghai CN 200120 "
MA-L,8454DF,"Huawei Device Co., Ltd.","No.2 of Xincheng Road, Songshan Lake Zone Dongguan Guangdong CN 523808 "
MA-L,E884A5,Intel Corporate,"Lot 8, Jalan Hi-Tech 2/3   Kulim Kedah MY 09000 "
MA-L,00C035,QUINTAR COMPANY,"370 AMAPOLA AVE., STE.#106 TORRANCE CA US 90501 "
MA-L,1C501E,"Sunplus Technology Co., Ltd.","19, Innovation First Road, Hsinchu Science Park Hsinchu  TW 300 "
MA-L,FC66CF,"Apple, Inc.",1 Infinite Loop Cupertino CA US 95014 
MA-L,AC1D06,"Apple, Inc.",1 Infinite Loop Cupertino CA US 95014 
MA-L,44A8FC,"Apple, Inc.",1 Infinite Loop Cupertino CA US 95014 
MA-L,F81093,"Apple, Inc.",1 Infinite Loop Cupertino CA US 95014 
MA-L,DCE994,CLOUD NETWORK TECHNOLOGY SINGAPORE PTE. LTD.,"B22 Building,NO.51 Tongle Road, Shajing Town, Jiangnan District, Nanning, Guangxi Province, China Nanning Guangxi CN 530007 "
MA-L,409505,"ACOINFO TECHNOLOGY CO.,LTD","Building No.12,Zhongguancun Cuihu Technology Park,Haidian District,Beijing,China Beijing  CN 100095 "
MA-L,5CD89E,"Huawei Device Co., Ltd.","No.2 of Xincheng Road, Songshan Lake Zone Dongguan Guangdong CN 523808 "
MA-L,B82D28,"AMPAK Technology,Inc.","3F, No.15-1 Zhonghua Road, Hsinchu Industrail Park, Hukou, Hsinchu Hsinchu,Taiwan R.O.C. TW 30352 "
MA-L,A4134E,Luxul ,14203 Minuteman Drive Draper UT US 84020 
MA-L,B85F98,Amazon Technologies Inc.,P.O Box 8102 Reno NV US 89507 
MA-L,D8F883,Intel Corporate,"Lot 8, Jalan Hi-Tech 2/3   Kulim Kedah MY 09000 "
MA-L,B436D1,Renesas Electronics (Penang) Sdn. Bhd.,"Phase 3, Bayan Lepas FIZ Bayan Lepas Penang MY 11900 "
MA-L,101965,"New H3C Technologies Co., Ltd","466 Changhe Road, Binjiang District Hangzhou Zhejiang CN 310052 "
MA-L,DC774C,"Cisco Systems, Inc",80 West Tasman Drive San Jose CA US 94568 
MA-L,204441,Remote Solution,"71, Gunpo Cheom Dan San eop 2-ro Gunpo-si Gyeonggi-do KR 15880 "
MA-L,FC4482,Intel Corporate,"Lot 8, Jalan Hi-Tech 2/3   Kulim Kedah MY 09000 "
MA-L,A085FC,Microsoft Corporation,One Microsoft Way REDMOND WA US 98052 
MA-L,80F1F1,"Tech4home, Lda",Rua de Fundoes N151 Sao Joao da Madeira Aveiro PT 3700-121 
MA-L,006151,"HUAWEI TECHNOLOGIES CO.,LTD","No.2 Xin Cheng Road, Room R6,Songshan Lake Technology Park Dongguan  CN 523808 "
MA-L,BC76C5,"HUAWEI TECHNOLOGIES CO.,LTD","No.2 Xin Cheng Road, Room R6,Songshan Lake Technology Park Dongguan  CN 523808 "
MA-L,5C0272,Silicon Laboratories,400 West Cesar Chavez Street Austin TX US 78701 
MA-L,000430,Netgem,27 rue d'Orleans   FR  
MA-L,0446CF,"Beijing Venustech Cybervision Co.,Ltd.","Venus Plaza No.21Zhongguancun Software Park,No.8 Dongbeiwang Xilu, Haidian District Beijing Beijing CN 100193 "
MA-L,B88035,Shenzhen Qihu Intelligent Technology Company Limited,"Room 201, Block A, No.1, Qianwan Road 1,Qianhai Shenzhen HongKong Modern Service Industry Cooperation Zone Shenzhen Guangdong CN 518057 "
MA-L,9012A1,We Corporation Inc.,"201, 33, Deokcheon-ro, Manan-gu Anyang-si Gyeonggi-do KR 14088 "
MA-L,64B623,Schrack Seconet Care Communication GmbH,Eibesbrunnergasse 18  Vienna  AT 1120 
MA-L,000EFF,"Megasolution,Inc.",2-7-10 Shitaya Taito TOKYO JP 110-0004 
MA-L,702C09,"Nintendo Co.,Ltd","11-1 HOKOTATE-CHO KAMITOBA,MINAMI-KU KYOTO KYOTO JP 601-8501 "
MA-L,E4D373,"HUAWEI TECHNOLOGIES CO.,LTD","No.2 Xin Cheng Road, Room R6,Songshan Lake Technology Park Dongguan  CN 523808 "
MA-L,C0BC9A,"HUAWEI TECHNOLOGIES CO.,LTD","No.2 Xin Cheng Road, Room R6,Songshan Lake Technology Park Dongguan  CN 523808 "
MA-L,E81B69,Sercomm Corporation.,"3F,No.81,Yu-Yih Rd.,Chu-Nan Chen Miao-Lih Hsuan  TW 115 "
MA-L,6852D6,"UGame Technology Co.,Ltd","3F, Bld.7, F518 Idea Land, No. 1065 Baoyuan Road, Xixiang Street, Baoan District Shenzhen  CN 518102 "
MA-L,FC1999,Xiaomi Communications Co Ltd,"#019, 9th Floor, Building 6, 33 Xi'erqi Middle Road Beijing Haidian District CN 100085 "
MA-L,CC874A,Nokia,600 March Road Kanata Ontario CA K2K 2E6 
MA-L,A45129,XAG,"Block C, 115 Gaopu Road Guangzhou  CN 510663 "
MA-L,B4C26A,Garmin International,1200 E. 151st St Olathe KS US 66062 
MA-L,78F8B8,Rako Controls Ltd,Knight Road Rochester Kent GB ME2 2AH 
MA-L,6CE5F7,"New H3C Technologies Co., Ltd","466 Changhe Road, Binjiang District Hangzhou Zhejiang CN 310052 "
MA-L,B8DD71,zte corporation,"12/F.,zte R&D building ,kejinan Road,Shenzhen,P.R.China shenzhen guangdong CN 518057 "
MA-L,F4E578,"LLC Proizvodstvennaya Kompania ""TransService""","Ulitsa Podolskih Kursantov,  build. 3, of. 133 Moscow Moscow RU 117545 "
